Fiscal Period,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,ROE %,ROA %,ROC (Joel Greenblatt) %,ROIC %,WACC %,Effective Interest Rate on Debt %,Gross Margin %,Operating Margin %,Net Margin %,FCF Margin %,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Gross-Profit-to-Asset %,Asset Turnover,Dividend Payout Ratio,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,Inventory Turnover,COGS-to-Revenue,Inventory-to-Revenue,Revenue,Cost of Goods Sold,Gross Profit,"Selling, General, & Admin. Expense",Advertising,Research & Development,Other Operating Expense,Operating Income,Interest Income,Interest Expense,Net Interest Income,Other Income (Expense),Other Income (Minority Interest),Pre-Tax Income,Tax Provision,Tax Rate %,Net Income (Continuing Operations),Net Income (Discontinued Operations),Net Income,Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),"Depreciation, Depletion and Amortization",EBITDA,Cash And Cash Equivalents,Marketable Securities,"Cash, Cash Equivalents, Marketable Securities",Accounts Receivable,"  Inventories, Raw Materials & Components","  Inventories, Work In Process","  Inventories, Inventories Adjustments","  Inventories, Finished Goods","  Inventories, Other",Total Inventories,Other Current Assets,Total Current Assets,Investments And Advances,Land And Improvements,Buildings And Improvements,"  Machinery, Furniture, Equipment",Construction In Progress,"Gross Property, Plant and Equipment",Accumulated Depreciation,"Property, Plant and Equipment",Intangible Assets,Goodwill,Other Long Term Assets,Total Assets,Accounts Payable,Total Tax Payable,Other Accrued Expense,Accounts Payable & Accrued Expense,Current Portion of Long-Term Debt,Current Deferred Revenue,Current Deferred Taxes Liabilities,DeferredTaxAndRevenue,Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Capital Lease Obligation,Long-Term Debt & Capital Lease Obligation,PensionAndRetirementBenefit,NonCurrent Deferred Liabilities,Minority Interest,Other Long-Term Liabilities,Total Liabilities,Common Stock,Preferred Stock,Retained Earnings,Accumulated other comprehensive income (loss),Additional Paid-In Capital,Treasury Stock,Total Equity,Net Income,Net Foreign Currency Exchange Gain,Net Income From Continuing Operations,"Depreciation, Depletion and Amortization",Change In Receivables,Change In Inventory,Change In Prepaid Assets,Change In Payables And Accrued Expense,Change In Working Capital,Change In DeferredTax,Stock Based Compensation,Cash Flow from Discontinued Operations,Cash Flow from Others,Cash Flow from Operations,"Purchase Of Property, Plant, Equipment","Sale Of Property, Plant, Equipment",Purchase Of Business,Sale Of Business,Purchase Of Investment,Sale Of Investment,Net Intangibles Purchase And Sale,Cash From Discontinued Investing Activities,Cash From Other Investing Activities,Cash Flow from Investing,Issuance of Stock,Repurchase of Stock,Net Issuance of Preferred Stock,Net Issuance of Debt,Cash Flow for Dividends,Other Financing,Cash Flow from Financing,Net Change in Cash,Capital Expenditure,Free Cash Flow,PE Ratio,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Dividend Yield %,Market Cap,Enterprise Value,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth,5-Year EBITDA Growth Rate,Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Filing Date,Restated Filing Date
Sep-13,37.4,1.81,-0.015,-0.09,-0.09,4.805,0.766,3.037,0,19.841,14.087,6.644,312.64,-1.84,-0.53,-0.3,-1.65,5.79,4.73,27.65,-0.15,-0.24,2.05,0.335,0.285,0.096,61.49,0.556,0,16.32,74.06,42.39,-15.35,2.15,0.72,0.336,17092,12366,4726,3006,0,1734,11,-25,9,-36,-27,9,0,-43,12,27.91,-41,0,-41,0,-0.09,-0.09,457,834,827,3872,3817,7689,3057,0,0,0,0,6068,6068,520,17334,0,0,0,0,0,0,0,9991,2635,2635,1901,31861,10037,0,6098,16135,0,0,0,0,0,16135,3043,0,3043,0,0,0,3596,22774,5,0,1950,-206,9175,-1837,9087,-41,0,-41,834,-125,-586,0,875,286,11,281,0,17,1388,-1038,0,-1,0,-518,494,0,0,0,-1063,0,0,0,-230,0,0,-230,168,-1038,350,1116.57,65.07,15.76,22.19,328.75,28.46,2.04,56.97,1.98,39.89,265.92,0.38,20.56,247.36,0,143189.12,138543.12,-32.94,-11.88,-21.31,57.62,320.16,5.49,9.42,30.25,6.16,7,-3.05,0.15,5.24,1.07,0.7,0,318.12,280.93,-0.22,22.45,85,47.63,19.6,457,458,0.52,10/25/2013,10/24/2014
Dec-13,54.673,3.105,1.049,0.52,0.52,4.98,10.041,11.919,0,21.233,15.449,11.288,398.79,10.19,2.67,18.76,35.61,7.04,3.79,26.5,1.99,0.94,18.36,0.532,0.243,0.129,75.32,0.711,0,17,73.43,32.7,-23.73,2.79,0.73,0.263,25587,18806,6781,4369,0,1862,40,510,10,-39,-29,-29,0,452,-179,39.6,240,0,240,0,0.52,0.52,468,962,1453,8658,3789,12447,4767,0,0,0,0,7411,7411,0,24625,0,4584,0,9274,720,14809,-3860,10949,2655,2655,1930,40159,15133,0,6688,21821,0,1159,0,1159,0,22980,3191,1990,5181,0,571,0,1681,30413,5,0,2190,-185,9573,-1837,9746,240,0,240,962,-1239,-1330,0,6717,4146,-109,326,0,13,5578,-879,0,-60,0,-420,515,0,0,0,-844,0,0,0,759,0,-702,57,4786,-879,4699,675.92,80.08,18.78,25.81,92.91,33.9,2.47,32.67,2.36,45.07,271.26,0.37,21.88,308.4,0,183044.61,175778.61,-39.14,-12.61,-23.28,76.58,336.95,12.21,14.32,36.87,5.64,5,-3,0.078,-2.3,1.07,0.75,13.08,404.39,298.23,-0.22,17.22,147.62,38,20.69,460,459,0.67,1/31/2014,1/29/2016
Mar-14,42.182,2.504,0.346,0.23,0.23,4.57,-7.654,-5.346,0,22.452,16.685,6.841,336.37,4.3,1.13,5.58,6.28,7.39,4.03,28.8,0.74,0.55,-18.14,0.305,0.284,0.087,59.44,0.516,0,18.24,68.75,45.86,-4.65,1.99,0.71,0.358,19741,14055,5686,3514,0,1991,35,146,11,-42,-31,5,0,120,-73,60.83,108,0,108,0,0.23,0.23,468,1010,1172,5074,3592,8666,3945,0,0,0,0,6716,6716,0,19327,0,0,0,0,0,0,0,12267,2653,2653,2117,36364,10590,0,6251,16841,0,1516,0,1516,0,18357,3147,0,3147,0,0,0,4532,26036,5,0,2298,-157,10019,-1837,10328,108,0,108,1010,727,699,0,-5406,-3620,-185,321,0,-136,-2502,-1080,0,0,0,-437,593,0,0,0,-924,0,0,0,-5,0,-170,-175,-3584,-1080,-3582,525.58,73.6,14.98,20.16,104.85,29.15,1.99,24.15,1.91,35.04,214.38,0.47,22.55,259.59,0,154730.2,149211.2,-37.76,-14.58,-24.03,62.35,352.57,13.93,15.5,29.66,5.9,6,-2.8,0.12,-2.18,1.05,0.69,3.48,407.05,336.37,-0.22,21.53,27.78,42.43,21.76,460,460,0.78,4/25/2014,4/24/2015
Jun-14,41.952,2.445,0.039,-0.27,-0.27,3.992,-0.928,1.87,0,22.948,17.154,6.751,324.78,-4.82,-1.36,0.55,-5.1,7.4,5.75,30.72,-0.08,-0.65,-2.21,0.294,0.28,0.082,64,0.521,0,19.46,71.21,45.49,-6.26,2.01,0.69,0.345,19340,13399,5941,3702,0,2226,28,-15,11,-45,-34,22,0,-27,-94,-348.15,-126,0,-126,0,-0.27,-0.27,461,1109,1127,5057,2929,7986,4125,0,0,0,0,6644,6644,0,18755,0,0,0,0,0,0,0,14089,2677,2677,2377,37898,10457,0,6688,17145,0,1606,0,1606,0,18751,3119,0,3119,0,0,0,5426,27296,5,0,2172,-143,10405,-1837,10602,-126,0,-126,1109,-299,92,0,-359,-482,-49,391,0,19,862,-1290,0,-67,0,-336,962,0,0,0,-731,0,0,0,108,0,-297,-189,-58,-1290,-428,832.77,81.36,14.15,18.93,145.97,28.29,1.84,35.99,1.78,31.71,218.65,0.46,23.99,258,0,150048.36,145181.36,-41.8,-18.49,-27.91,59.98,368.27,9.02,12.27,35.93,5.59,6,-2.87,0.158,-4.18,1,0.65,0,342.99,288.32,-0.43,21.82,-1250,38.29,23.14,461,462,0.81,7/25/2014,7/24/2015
Sep-14,44.447,1.43,-1.263,-0.95,-0.95,4,0.838,3.814,0,22.324,15.127,6.693,322.44,-16.7,-4.46,-15.71,-23.97,9.56,6.3,28.92,-2.64,-2.12,1.89,0.3,0.256,0.077,60.8,0.526,0,19.39,73.68,43.54,-10.75,2.1,0.71,0.339,20579,14627,5952,4042,0,2423,31,-544,9,-49,-40,-50,0,-634,205,32.33,-437,0,-437,0,-0.95,-0.95,463,1247,662,5258,1625,6883,4373,0,0,0,0,7316,7316,0,18572,0,0,0,0,0,0,0,15702,3332,3332,2813,40419,11811,0,7217,19028,0,1814,0,1814,0,20842,3099,0,3099,0,0,0,6142,30083,5,0,1735,-394,10827,-1837,10336,-437,0,-437,1247,-362,-845,0,1728,779,-270,377,0,70,1766,-1378,0,-860,0,-147,1439,0,0,0,-946,0,0,0,-56,0,-356,-412,201,-1378,388,0,80.61,14.44,21.32,140.37,26.31,1.76,0,1.71,32.96,1691.93,0.06,23.88,280.99,0,149289.72,145505.72,-50.11,-24.86,-35.12,59.61,383,-10.82,0,28.42,5.09,4,-2.87,0.173,-6.12,0.89,0.54,0,360.84,307.06,-0.22,18.84,-955.56,-20.99,23.03,463,463,1.19,10/24/2014,10/23/2015
Dec-14,63.073,4.049,1.082,0.47,0.47,5.351,11.978,14.441,0,23.099,15.961,26.858,310.35,8.12,1.8,12.32,19.93,12.05,3.8,29.52,2.01,0.73,18.99,1.163,0.197,0.229,72.96,0.618,0,17.46,72.65,34.46,-20.73,2.65,0.7,0.266,29329,20672,8657,5392,0,2636,39,590,8,-74,-66,-95,0,429,-205,47.79,214,0,214,0,0.47,0.47,465,1380,1883,14557,2859,17416,5612,0,0,0,0,8299,8299,0,31327,0,7150,0,14213,1063,22730,-5763,16967,3319,3319,2892,54505,16459,0,9807,26266,0,1823,0,1823,0,28089,8265,4224,12489,0,0,0,3186,43764,5,0,1949,-511,11135,-1837,10741,214,0,214,1380,-1105,-1139,0,6501,4296,187,408,0,230,6715,-1145,0,-53,0,-1622,355,0,0,0,-2465,0,0,0,5798,0,-589,5209,9299,-1145,5570,0,58,13.44,19.44,73.3,21,1.62,0,1.57,28.77,1422.3,0.07,24.76,286.89,0,144312.75,139385.75,-56.66,-26.75,-38.69,81.89,400.56,-12.08,0,29.75,3.74,5,-2.99,0.144,-3.7,1.12,0.82,7.97,338.64,287.06,-0.43,15.36,-9.62,30.4,23.23,465,465,1.68,1/30/2015,2/10/2017
Mar-15,48.854,3.359,0.292,-0.12,-0.12,6.471,-5.097,-3.224,0,23.333,15.841,17.719,372.1,-2.11,-0.44,3.14,-43.51,9.89,4.43,32.23,1.12,-0.25,-10.43,0.759,0.217,0.165,56.01,0.434,0,19.17,70.64,46.43,-5.04,1.97,0.68,0.345,22717,15395,7322,4269,0,2754,44,255,11,-115,-104,-130,0,21,-71,338.1,-57,0,-57,0,-0.12,-0.12,465,1426,1562,10237,3544,13781,4772,0,0,0,0,7369,7369,0,25922,0,0,0,0,0,0,0,17736,3491,3491,2926,50075,11917,0,8840,20757,0,2420,0,2420,0,23177,8257,0,8257,0,0,0,7768,39202,5,0,1892,-752,11565,-1837,10873,-57,0,-57,1426,441,721,0,-5189,-3387,-2,407,0,114,-1499,-871,0,-365,0,-986,375,0,0,0,-1847,0,0,0,-133,0,-519,-652,-4320,-871,-2370,0,57.5,15.95,23.49,54.79,22.02,1.88,0,1.83,32.07,2331.59,0.04,24.77,355.12,0,173398.6,167874.6,-54.55,-28.5,-38.96,72.9,414.5,-20.91,0,21.2,4.61,5,-3.13,0.098,-4.52,1.12,0.8,2.22,387.83,286.95,-0.22,15.82,-152.17,34.15,24.04,465,466,1.36,4/24/2015,4/29/2016
Jun-15,48.708,4.16,1,0.19,0.19,8.069,1.647,4.195,0,25.145,17.618,17.628,434.09,3.25,0.72,10.23,8.66,10.55,5.52,34.61,2,0.4,3.38,0.701,0.224,0.157,62.62,0.452,0,19.36,74.58,44.66,-10.56,2.04,0.65,0.32,23185,15160,8025,4493,0,3020,48,464,12,-114,-102,0,0,362,-266,73.48,92,0,92,0,0.2,0.19,476,1504,1980,10269,3732,14001,4920,0,0,0,0,7470,7470,0,26391,0,0,0,0,0,0,0,19479,3523,3523,3047,52440,12391,0,8959,21350,0,2562,0,2562,0,23912,8250,0,8250,0,0,0,8510,40672,5,0,1984,-617,12233,-1837,11768,92,0,92,1504,-430,-27,0,244,-85,-43,563,0,-34,1997,-1213,0,-8,0,-625,470,0,0,0,-1376,0,0,0,-171,0,-520,-691,32,-1213,784,0,53.8,17.26,24.64,46.35,22.58,2.12,0,2.06,32.43,372.46,0.27,26.54,408.63,0,203154.12,197403.12,-56.99,-30.51,-41.12,74.77,428.62,-10.25,0,19.29,4.97,4,-3.21,0.12,-4.83,1.1,0.79,4.07,445.99,370.26,-0.43,16.1,170.37,70.14,25.72,467,468,1.4,7/24/2015,7/29/2016
Sep-15,53.05,4.105,0.759,0.17,0.17,9.394,2.96,5.46,0,26.503,18.979,17.576,511.89,2.61,0.58,7.24,9.22,9.89,5.63,33.93,1.6,0.31,5.58,0.663,0.221,0.147,63.33,0.467,0,19.58,78.63,44.8,-14.25,2.04,0.66,0.324,25358,16755,8603,4957,0,3197,43,406,13,-116,-103,-56,0,247,-161,65.18,79,0,79,0,0.17,0.17,478,1599,1962,10709,3719,14428,5440,0,0,0,0,8981,8981,0,28849,0,0,0,0,0,0,0,20636,3529,3529,3216,56230,14437,0,9157,23594,0,3063,0,3063,0,26657,8243,0,8243,0,0,0,8900,43800,5,0,2063,-675,12874,-1837,12430,79,0,79,1599,-588,-1537,0,2173,454,-63,544,0,-3,2610,-1195,0,-105,0,-1122,1045,0,0,0,-1377,0,0,0,-148,0,-582,-730,440,-1195,1415,720.97,54.49,19.31,26.97,44.56,24.53,2.4,25.31,2.33,31.66,158.25,0.63,29.29,477.98,0,240076.41,233891.41,-62.63,-31.88,-44.35,79.3,446.6,17.75,17.41,20.69,5.26,6,-3.21,0.119,-4.32,1.08,0.75,3.5,548.39,429.7,-0.21,19.36,117.89,187.06,28.49,468,469,1.33,10/23/2015,10/28/2016
Dec-15,74.473,5.844,2.194,1.01,1.01,12.948,15.631,18.358,0,28.416,20.435,30.096,675.89,14.94,3.19,19.83,32.84,10.88,4.1,31.91,3.1,1.35,20.99,1.059,0.207,0.219,75.43,0.591,0,14.43,76.46,36.03,-26,2.53,0.68,0.269,35747,24341,11406,6693,0,3569,35,1109,13,-115,-102,-69,0,938,-452,48.19,482,0,482,0,1.04,1.01,480,1752,2805,15890,3918,19808,5654,0,0,0,0,10243,10243,0,35705,0,9770,0,18417,1532,30053,-8215,21838,3759,3759,3445,64747,20397,0,10372,30769,0,3118,0,3118,0,33887,8227,5948,14175,0,407,0,2894,51363,5,0,2545,-723,13394,-1837,13384,482,0,482,1752,-1178,-1343,0,7978,5575,189,606,0,208,8812,-1309,0,-317,0,-1359,1135,0,0,0,-1850,0,0,0,-847,0,-843,-1690,5181,-1309,7503,540.71,52.2,23.79,33.08,44.64,27.27,3,17.19,2.92,37.64,154.2,0.65,32.47,610.67,0,318344.19,312711.19,-67,-33.24,-47.12,106.51,470.43,31.25,23.97,20.16,5.56,6,-3.32,0.138,-7.53,1.05,0.75,9.64,693.97,520.72,-0.43,18.07,114.89,44.33,31.46,467,471,1.46,1/29/2016,2/10/2017
Mar-16,60.557,6.237,2.439,1.07,1.07,11.578,-6.511,-4.06,0,31.29,23.264,17.428,593.64,14.58,3.26,20.79,31.71,11.31,4.18,35.23,3.68,1.76,-10.75,0.557,0.241,0.134,65.22,0.463,0,15.89,72.5,47.94,-8.67,1.9,0.65,0.34,29128,18866,10262,5620,0,3526,45,1071,21,-117,-96,81,0,1056,-475,44.98,513,0,513,0,1.09,1.07,481,1827,3000,12470,3389,15859,5072,0,0,0,0,9582,9582,0,30513,0,0,0,0,0,0,0,23308,3785,3785,3522,61128,14990,0,9431,24421,0,3766,0,3766,0,28187,8219,0,8219,0,0,0,9966,46372,5,0,3058,-614,14144,-1837,14756,513,0,513,1827,412,769,0,-6726,-4841,11,544,0,-7,-1953,-1179,0,-16,0,-636,1138,0,0,0,-693,0,0,0,-166,0,-830,-996,-3420,-1179,-3132,243.3,51.27,18.97,25.52,43.25,24.78,2.51,6.97,2.4,27.94,88.85,1.13,35.64,490.52,0,279954.688,272314.688,-64.7,-33.63,-46.48,98.81,494.89,61,35.74,25.64,5.76,6,-3.25,0.11,-8.19,1.08,0.74,9.15,636.99,482.07,-0.13,23.96,991.67,85.68,34.92,471,471.59,1.63,4/29/2016,4/28/2017
Jun-16,62.948,6.634,2.681,1.78,1.78,13.711,3.631,7.174,0,34.89,26.928,17.325,715.62,21.91,5.43,21.36,49.61,11.27,5.65,36.92,4.23,2.82,5.77,0.497,0.254,0.126,71.15,0.482,0,18.28,76.71,45.6,-12.83,2,0.63,0.315,30404,19180,11224,6004,0,3880,55,1285,24,-116,-92,-14,0,1179,-307,26.04,857,0,857,0,1.81,1.78,483,1909,3204,12521,4019,16540,6092,0,0,0,0,9588,9588,0,32220,0,0,0,0,0,0,0,25190,3774,3774,3892,65076,16123,0,9613,25736,0,3851,0,3851,0,29587,8212,0,8212,0,0,0,10739,48538,5,0,3915,-571,15026,-1837,16538,857,0,857,1909,-1184,-57,0,962,-147,106,768,0,-28,3465,-1711,0,-14,0,-1645,931,0,0,0,-2439,0,0,0,-4,0,-1035,-1039,51,-1711,1754,177.57,52.19,20.51,26.58,45.55,26.57,2.85,4.65,2.74,30.16,85.19,1.17,38.99,513.3,0,339203.88,330875.88,-67.51,-34.43,-47.75,110.08,524.65,100.75,49.41,29.69,6.38,6,-3.11,0.134,-7.14,1.09,0.76,11.08,728.24,586.14,-0.51,29.24,836.84,59.47,38.18,473,474,1.68,7/29/2016,7/29/2016
Sep-16,67.452,5.553,1.256,0.52,0.52,17.003,5.454,9.249,0,37.436,29.404,17.274,837.31,5.87,1.48,9.3,15.49,10.92,5.75,35.01,1.76,0.77,8.09,0.461,0.251,0.116,67.39,0.481,0,18.31,80.7,43.53,-18.86,2.1,0.65,0.31,32714,21260,11454,6712,0,4135,32,575,26,-118,-92,8,0,491,-229,46.64,252,0,252,0,0.53,0.52,485,2084,2693,13656,4691,18347,6566,0,0,0,0,10696,10696,0,35609,0,0,0,0,0,0,0,27177,3815,3815,4296,70897,18801,0,10497,29298,0,4200,0,4200,0,33498,8205,0,8205,0,0,0,11412,53115,5,0,4167,-521,15968,-1837,17782,252,0,252,2084,-671,-1095,0,2981,1620,-81,776,0,-165,4486,-1841,0,-84,0,-2076,1431,0,0,0,-2570,0,0,0,-18,0,-809,-827,1135,-1841,2645,191.17,49.24,22.37,28.48,45.99,27.26,3.15,4.67,3.03,33.12,93.85,1.07,41.77,575.88,0,397722.25,387580.25,-73.2,-36.85,-51.57,122.42,554.75,109.5,53.83,36.61,6.61,6,-3.16,0.117,-7.27,1.06,0.74,4.87,837.31,725.68,-0.21,27.15,205.88,35.27,40.96,474,475,1.6,10/28/2016,10/28/2016
Dec-16,89.817,7.384,2.667,1.54,1.54,20.545,17.754,21.873,0,40.43,32.497,31.893,749.87,16.17,3.88,18.46,40.13,10.76,4.54,33.79,2.87,1.71,19.77,0.789,0.231,0.182,76.64,0.567,0,17.4,79.75,34.91,-27.44,2.61,0.66,0.253,43741,28959,14782,8949,0,4544,34,1255,29,-133,-104,15,0,1166,-413,35.42,749,0,749,0,1.58,1.54,487,2297,3596,19334,6647,25981,8339,0,0,0,0,11461,11461,0,45781,0,13998,0,25989,1805,42441,-13327,29114,3784,3784,4723,83402,25309,0,13739,39048,0,4768,0,4768,0,43816,7694,7519,15213,0,392,0,4696,64117,5,0,4916,-985,17186,-1837,19285,749,0,749,2297,-1924,-1043,0,9537,7284,-282,887,0,-283,10652,-2006,0,-3,0,-3398,1233,0,0,0,-4174,0,0,0,455,0,-711,-256,5678,-2006,8646,152.72,36.5,18.55,23.08,36.89,21.9,2.67,3.56,2.55,27.77,79.28,1.26,44.25,474.48,0,357687.99,346919.99,-79.95,-38.44,-54.82,152.3,586.82,122.75,59.92,40.25,5.26,7,-2.95,0.12,-5.28,1.04,0.78,9.44,844.36,719.07,-0.42,20.6,52.48,26.35,42.91,477,477,1.43,2/10/2017,2/10/2017
Mar-17,72.886,7.198,2.229,1.48,1.48,20.034,-7.043,-3.245,0,45.348,37.349,16.092,886.54,14.14,3.52,14.15,37.36,10.6,4.86,37.17,2.81,2.03,-9.66,0.355,0.268,0.095,64.61,0.435,0,18.73,76.82,44.85,-13.24,2.03,0.63,0.309,35714,22440,13274,7412,0,4813,44,1005,39,-139,-100,48,0,953,-229,24.03,724,0,724,0,1.52,1.48,490,2435,3527,15440,6091,21531,7329,0,0,0,0,10600,10600,0,39460,0,0,0,0,0,0,0,32632,3823,3823,5054,80969,18891,0,13054,31945,0,5454,0,5454,0,37399,7691,0,7691,0,0,0,14205,59295,5,0,6327,-797,17976,-1837,21674,724,0,724,2435,994,947,0,-8269,-5521,-22,792,0,2,-1590,-1861,0,-45,0,-1620,1910,0,0,0,-1616,0,0,0,-45,0,-869,-914,-3894,-1861,-3451,166.64,44.25,19.55,23.74,44.78,25.29,3.02,3.81,2.87,31.48,95.43,1.05,44.5,517.45,0,423721.793,409881.793,-79.01,-41.5,-56.42,147.34,612.59,133,66.86,48.77,6.36,7,-2.99,0.094,-4.49,1.06,0.77,7.23,886.54,753.67,-0.2,20.36,38.32,15.41,43.69,477,477.95,1.4,4/28/2017,4/28/2017
Mar-17,72.886,7.198,2.229,1.48,1.48,20.034,-7.043,-3.245,0,45.348,37.349,16.092,886.54,14.14,3.52,14.15,37.36,10.6,4.86,37.17,2.81,2.03,-9.66,0.355,0.268,0.095,64.61,0.435,0,18.73,76.82,44.85,-13.24,2.03,0.63,0.309,35714,22440,13274,7412,0,4813,44,1005,39,-139,-100,48,0,953,-229,24.03,724,0,724,0,1.52,1.48,490,2435,3527,15440,6091,21531,7329,0,0,0,0,10600,10600,0,39460,0,0,0,0,0,0,0,32632,3823,3823,5054,80969,18891,0,13054,31945,0,5454,0,5454,0,37399,7691,0,7691,0,0,0,14205,59295,5,0,6327,-797,17976,-1837,21674,724,0,724,2435,994,947,0,-8269,-5521,-22,792,0,2,-1590,-1861,0,-45,0,-1620,1910,0,0,0,-1616,0,0,0,-45,0,-869,-914,-3894,-1861,-3451,166.64,44.25,19.55,23.74,44.78,25.29,3.02,3.81,2.87,31.48,95.43,1.05,44.5,517.45,0,423721.793,409881.793,-79.01,-41.5,-56.42,147.34,612.59,133,66.86,48.77,6.36,7,-2.99,0.094,-4.49,1.06,0.77,7.23,886.54,753.67,-0.2,20.36,38.32,15.41,43.69,477,477.95,1.4,7/15/2017,7/15/2017
