Fiscal Period,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,ROE %,ROA %,ROC (Joel Greenblatt) %,ROIC %,WACC %,Effective Interest Rate on Debt %,Gross Margin %,Operating Margin %,Net Margin %,FCF Margin %,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Gross-Profit-to-Asset %,Asset Turnover,Dividend Payout Ratio,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,Inventory Turnover,COGS-to-Revenue,Inventory-to-Revenue,Revenue,Cost of Goods Sold,Gross Profit,"Selling, General, & Admin. Expense",Advertising,Research & Development,Other Operating Expense,Operating Income,Interest Income,Interest Expense,Net Interest Income,Other Income (Expense),Other Income (Minority Interest),Pre-Tax Income,Tax Provision,Tax Rate %,Net Income (Continuing Operations),Net Income (Discontinued Operations),Net Income,Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),"Depreciation, Depletion and Amortization",EBITDA,Cash And Cash Equivalents,Marketable Securities,"Cash, Cash Equivalents, Marketable Securities",Accounts Receivable,"  Inventories, Raw Materials & Components","  Inventories, Work In Process","  Inventories, Inventories Adjustments","  Inventories, Finished Goods","  Inventories, Other",Total Inventories,Other Current Assets,Total Current Assets,Investments And Advances,Land And Improvements,Buildings And Improvements,"  Machinery, Furniture, Equipment",Construction In Progress,"Gross Property, Plant and Equipment",Accumulated Depreciation,"Property, Plant and Equipment",Intangible Assets,Goodwill,Other Long Term Assets,Total Assets,Accounts Payable,Total Tax Payable,Other Accrued Expense,Accounts Payable & Accrued Expense,Current Portion of Long-Term Debt,Current Deferred Revenue,Current Deferred Taxes Liabilities,DeferredTaxAndRevenue,Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Capital Lease Obligation,Long-Term Debt & Capital Lease Obligation,PensionAndRetirementBenefit,NonCurrent Deferred Liabilities,Minority Interest,Other Long-Term Liabilities,Total Liabilities,Common Stock,Preferred Stock,Retained Earnings,Accumulated other comprehensive income (loss),Additional Paid-In Capital,Treasury Stock,Total Equity,Net Income,Net Foreign Currency Exchange Gain,Net Income From Continuing Operations,"Depreciation, Depletion and Amortization",Change In Receivables,Change In Inventory,Change In Prepaid Assets,Change In Payables And Accrued Expense,Change In Working Capital,Change In DeferredTax,Stock Based Compensation,Cash Flow from Discontinued Operations,Cash Flow from Others,Cash Flow from Operations,"Purchase Of Property, Plant, Equipment","Sale Of Property, Plant, Equipment",Purchase Of Business,Sale Of Business,Purchase Of Investment,Sale Of Investment,Net Intangibles Purchase And Sale,Cash From Discontinued Investing Activities,Cash From Other Investing Activities,Cash Flow from Investing,Issuance of Stock,Repurchase of Stock,Net Issuance of Preferred Stock,Net Issuance of Debt,Cash Flow for Dividends,Other Financing,Cash Flow from Financing,Net Change in Cash,Capital Expenditure,Free Cash Flow,PE Ratio,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Dividend Yield %,Market Cap,Enterprise Value,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth,5-Year EBITDA Growth Rate,Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Filing Date,Restated Filing Date
Sep2013,3.495,0.846,0.594,0.31,0.32,1.362,0.227,0.512,0.19,12.127,3.009,33.342,23.89,10.41,1.93,8.59,6.54,5.44,2.91,45.54,16.99,8.93,6.49,2.749,0.185,0.51,9.84,0.054,0.594,698.45,77.14,81.38,702.69,1.12,0.54,0.486,35725,19457,16268,9377,0,0,821,6070,0,-2462,-2462,0,10,3608,-345,9.56,3263,-82,3191,0,0.31,0.31,10223,2578,8648,86500,43897,130397,273447,10642,0,-351,6974,678,17943,0,421787,0,0,0,0,0,115873,-47132,68741,92250,78024,78660,661438,16449,0,12122,30493,87595,0,0,0,48873,166961,249739,0,249739,0,0,6353,115693,538746,702,0,148067,-17863,32811,-41025,122692,3181,0,3263,2578,794,-343,0,107,-1853,-272,0,0,1515,5231,-2912,1559,0,88,0,0,0,-66,-3592,-4923,0,-1896,0,1645,-1940,12,-2179,-2198,-2912,2319,17.96,17.54,1.97,7.94,18.17,8.73,1.71,0,3.13,12.27,16.61,6.02,1.39,14.21,3.18,241703.969,454993.969,-40.36,-11.56,-19.2,29.85,24.08,43.5,9.67,10.15,1.4,7,-2.64,0.509,-6.86,2.53,2.42,2.47,24.86,22.9,0.65,1.6,-6.06,-4.08,-6.84,10151,10117.37,1.22,11/01/13,11/01/13
Dec2013,3.951,0.955,0.698,0.32,-0.25,0.978,0.795,1.122,0.22,12.978,3.837,32.768,28.03,10.13,1.95,10.17,9.36,5.85,2.9,45.55,17.68,7.98,20.13,2.525,0.199,0.502,11.11,0.061,0.688,618.62,68.69,73.54,623.47,1.24,0.54,0.439,40187,21880,18307,9723,0,0,1480,7104,0,-2416,-2416,0,-158,4688,483,-10.3,5171,-1807,3206,0,0.32,0.32,10172,2607,9711,88555,43981,132536,272442,10220,0,-273,7378,0,17325,0,422303,0,3211,8910,94952,2916,116816,-47989,68827,91958,77648,73472,656560,16471,0,13125,31816,86937,0,0,0,48467,167220,242742,0,242742,0,0,6217,109815,525994,702,0,149051,-9120,32494,-42561,130566,3364,0,5171,2607,-4019,427,0,-617,-1600,-1244,0,0,6483,11417,-3328,1764,0,2751,0,0,0,346,-4438,-2905,0,-1782,0,57328,-1926,-60196,-6576,2179,-3328,8089,22.07,28.66,2.16,7.31,18.96,10.06,1.97,0,3.32,13.47,18.48,5.41,1.79,16.94,2.82,282006.466,485366.466,-39.11,-10.31,-17.94,30.06,24.43,0,7.94,10.57,1.46,8,-2.63,0.505,-6.8,2.53,2.42,2.94,28.03,23.57,0.56,5.36,-15.79,-6.92,-5.3,10102,10060.88,1.18,02/27/14,02/27/14
Mar2014,3.376,0.805,0.58,0.3,0.27,0.802,0.158,0.49,0.22,13.147,3.781,32.493,25.89,9.14,1.83,8.53,6.01,5.65,2.95,45.81,17.17,8.77,4.68,2.472,0.202,0.5,9.57,0.052,0.815,712.82,84.77,89.19,717.24,1.02,0.54,0.53,34178,18522,15656,8816,0,0,970,5870,0,-2414,-2414,0,47,3456,-516,14.93,2940,12,2999,0,0.3,0.3,10123,2275,8145,86979,45733,132712,266989,10447,0,-243,8677,0,18881,0,418582,0,0,0,0,0,115869,-48126,67743,93917,79129,72010,652252,17206,0,12804,32216,85999,0,0,0,49060,167275,239838,0,239838,0,381,6183,106739,520416,702,0,149840,-7849,32544,-43401,131836,2952,0,2940,2275,1452,-1445,0,1007,1666,-1964,0,0,44,4961,-3361,1192,0,252,0,0,0,-90,3799,1792,0,-1337,0,-6156,-2223,1215,-8501,-1675,-3361,1600,21.05,32.28,1.97,6.85,16.78,9.14,1.82,0,3.16,13.07,18.08,5.53,2.64,15.61,3.17,259618.965,458926.965,-38.66,-10.16,-17.75,30.08,24.46,0,7.44,9.82,1.43,6,-2.58,0.504,-2.43,2.5,2.39,2.43,27.5,24.35,0.33,0.6,-11.76,-7.26,-4.04,10045,10027.77,1.19,05/12/14,05/12/14
Jun2014,3.578,0.824,0.605,0.35,0.28,0.653,0.172,0.518,0.22,13.356,4.006,31.949,26.28,10.67,2.17,9.08,7.06,5.56,2.9,44.79,16.9,9.78,4.82,2.392,0.206,0.492,9.95,0.056,0.786,659.13,80.1,88,667.03,1.04,0.55,0.532,36233,20006,16227,9135,0,0,968,6124,0,-2345,-2345,0,0,3779,-193,5.11,3586,-41,3545,0,0.35,0.35,10128,2226,8350,86570,46754,133324,261724,10164,0,-223,9765,0,19706,0,414754,0,0,0,0,0,116377,-48477,67900,93815,79017,75400,651869,17561,0,12616,32385,82050,0,0,0,49708,164143,238527,0,238527,0,96,6054,109036,517856,702,0,151174,-7158,32529,-43234,134013,3545,0,3586,2226,510,-883,0,821,392,-813,0,0,-142,5249,-3503,1963,0,529,0,0,0,148,-1047,-1910,0,-44,0,-5283,-2209,3671,-3865,-403,-3503,1746,20.53,40.25,1.97,6.56,19.44,9.95,1.83,0,3.12,13.11,18.16,5.51,3.94,15.79,3.23,263690.892,456997.892,-38.32,-10.28,-17.78,29.42,24.77,0,7.48,9.87,1.44,6,-2.55,0.502,-0.92,2.53,2.41,2.61,27.44,25.43,-0.06,5.2,16.67,-1.2,-2.97,10128,10033.9,1.16,07/31/14,07/31/14
Sep2014,3.603,0.873,0.625,0.35,0.28,0.465,0.319,0.601,0.22,13.443,4.26,31.201,25.62,10.52,2.17,9.52,6.84,5.56,2.97,45.43,17.34,9.78,8.84,2.321,0.208,0.482,10.1,0.056,0.786,648.57,77.47,90.46,661.56,1.01,0.55,0.541,36174,19740,16434,9205,0,0,957,6272,0,-2357,-2357,0,28,3915,-463,11.83,3452,57,3537,0,0.35,0.35,10039,2494,8766,90439,47016,137455,257111,10593,0,-124,8962,0,19431,0,413997,0,0,0,0,0,112580,-47120,65460,92216,77859,78348,650021,16758,0,12384,31351,78076,0,0,0,50638,160065,235250,0,235250,0,1612,8513,109583,515023,702,0,152497,-8110,32914,-43005,134998,3509,0,3452,2494,-2653,-440,0,-451,-4875,840,0,0,4124,6035,-2837,1759,0,58,0,0,0,-289,-492,-1801,0,2864,0,38972,-2211,-38338,1287,3965,-2837,3198,19.41,55.1,1.91,6.01,17.74,9.38,1.77,0,3.01,12.63,17.41,5.74,4.7,15.51,3.43,257280.908,441664.908,-37.6,-10.06,-17.43,29.19,24.95,0,7.46,10.01,1.45,8,-2.57,0.49,-1.47,2.59,2.47,2.66,27.02,25.02,-0.08,3.09,12.9,3.19,-2.34,10039,10042.19,1.15,11/04/14,11/04/14
Dec2014,4.052,1.035,0.815,0.51,0.15,0.933,0.718,1.106,0.23,12.743,3.724,30.042,25.27,15.66,3.17,13.06,9.82,5.77,3.08,45.14,20.11,12.27,17.71,2.358,0.198,0.466,11.68,0.065,1.533,558.63,64.7,73.5,567.43,1.24,0.55,0.442,42004,23043,18961,3416,0,0,7100,8445,0,-2366,-2366,0,-187,6079,-600,9.87,5479,-140,5152,0,0.51,0.51,10366,2288,10733,90208,47907,138115,257148,9820,0,-62,7931,0,17689,0,412952,33822,2933,7683,91347,3411,113321,-46934,66387,90709,76553,44479,648349,16338,0,12537,31192,79231,0,0,0,52673,163096,222910,0,222910,42238,0,8674,83272,520190,702,0,155333,-18172,32889,-42593,128159,5339,0,5479,2288,-1222,1896,0,-1072,-178,751,0,0,3125,11465,-4026,1348,0,2111,0,0,0,-57,-2487,-3111,0,141,0,3903,-2208,-7715,-5879,343,-4026,7439,16.74,27.08,1.98,6.79,18.49,9.31,1.73,0,2.87,11.86,15.98,6.26,4.89,15.62,3.52,254149.993,426849.993,-37.99,-10.66,-17.93,26.47,25.13,0,9.06,10.11,1.46,7,-2.53,0.463,-1.15,2.53,2.42,3.57,27.01,23.95,-0.15,2.56,59.38,8.38,-2.29,10054,10057.38,1.26,02/27/15,02/27/15
Mar2015,2.916,-0.055,-0.3,-1.35,-0.45,-0.313,0.306,0.605,0.23,10.774,2.523,25.767,24.81,-45.87,-8.58,-6.02,19.21,6.23,2.75,38.12,19.47,-46.24,10.49,2.392,0.176,0.42,7.07,0.046,0,327.7,72.29,89.21,344.62,1.02,0.62,0.605,29356,18166,11190,616,0,0,4859,5715,0,-1930,-1930,-8733,35,-4948,-6458,-130.52,-11406,-2202,-13573,0,-1.35,-1.35,10067,2466,-552,87055,41992,129047,105425,9896,0,-43,7977,0,17830,0,252302,0,0,0,0,0,102637,-41418,61219,83137,69604,220973,617631,14392,0,11498,28205,69211,0,0,0,12393,109809,190420,0,190420,0,0,8738,200104,509071,702,0,139441,-22364,0,-42094,108560,-13608,0,-11406,2466,2601,-265,0,312,1648,1951,0,0,11431,6090,-3011,1108,0,22,0,0,0,-881,6601,3839,0,239,0,-6838,-2319,672,-8246,-2143,-3011,3079,0,0,2.3,9.83,16.38,8.77,1.75,0,2.71,14.26,21.84,4.58,3.1,17.26,3.63,249983.823,389305.823,-37.72,-25.48,-28.98,26.66,24.34,0,3.84,15.35,1.22,5,-2.67,0.382,-4.4,2.3,2.14,2.96,26.11,23.58,-0.18,-13.63,-550,-106.83,-3.89,10067,10075.93,1.37,05/04/15,05/04/15
Jun2015,3.224,0.479,0.479,-0.13,0.17,-1.093,0.593,0.62,0.23,10.846,3.333,25.075,26.57,-4.99,-0.89,14.2,13.5,6.76,2.01,38.87,34.46,-4.15,18.38,2.312,0.179,0.414,8.29,0.053,1.353,275.54,54.76,83.25,304.03,1.1,0.61,0.558,32754,20023,12731,660,0,0,783,11288,0,-1286,-1286,-6419,-225,3583,-968,27.02,2615,-3750,-1360,0,-0.13,-0.13,10158,-141,4869,91666,39438,131104,98903,10488,0,-5,8221,0,18704,0,248711,0,0,0,0,0,87209,-36170,51039,75852,62184,235324,610926,12017,0,11442,25781,67822,0,0,0,12502,106105,185351,0,185351,0,0,8776,201191,501423,702,0,135755,-18206,0,-41551,109503,-1135,0,6652,-141,-998,-884,0,518,-1440,122,0,0,1106,6299,-278,144,0,16522,0,0,0,-2357,-1324,12707,0,260,0,-8403,-2315,-8,-10466,9479,-278,6021,0,0,2.45,7.97,13.72,9.06,1.93,0,2.84,16.76,24.09,4.15,0.4,19.19,3.42,268262.145,399107.145,-36.68,-25.03,-28.41,26.79,23.73,0,3.35,16.39,1.23,3,-2.63,0.389,-7.82,2.34,2.17,8.78,28.51,24.84,-0.2,-9.89,-137.14,-41.87,-6.16,10087,10096.43,1.49,07/30/15,07/30/15
Sep2015,3.114,0.59,0.464,0.25,0.19,-1.096,-0.083,0.075,0.23,11,3.554,24.011,25.22,9.08,1.68,14.33,17.01,5.73,2.36,39.24,35.31,7.91,-2.67,2.183,0.191,0.418,8.34,0.053,1.211,290.82,55.76,90.04,325.1,1.01,0.61,0.6,31680,19249,12431,676,0,0,569,11186,0,-1462,-1462,-6467,-39,3257,-365,11.21,2892,-347,2506,0,0.25,0.25,10173,1278,5997,99086,36933,136019,100965,10625,0,30,8629,0,19284,1,256269,0,0,0,0,0,87332,-36628,50704,75278,61660,199059,581310,11762,0,11247,25333,46495,0,0,0,12624,84452,196236,0,196236,0,0,8788,180630,470106,702,0,135932,-16983,0,-41207,111204,2545,0,2892,1278,-694,-617,0,-585,-2085,292,0,0,-1619,758,-1604,1123,0,27438,0,0,0,10468,5800,43225,0,136,0,-27680,-2326,-1225,-31095,12258,-1604,-846,0,0,2.29,7.1,16.44,10.48,1.9,0,2.73,17.6,24.67,4.05,-2.42,18.58,3.65,254955.033,370455.033,-33.05,-21.15,-24.6,25.65,22.89,0,2.19,18.16,1.33,4,-2.54,0.371,-15.23,3.03,2.81,7.65,27.24,23.27,-0.13,-13.57,-28.57,-32.42,-8.72,10103,10109.24,1.21,11/02/15,11/02/15
Dec2015,2.514,0.338,0.211,0.61,0.26,-1.368,0.441,0.688,0.23,10.477,1.706,21.14,31.15,24.03,4.69,8.27,-33.78,5.7,-0.93,-2.43,-52.46,25.56,17.55,2.018,0.199,0.402,-0.45,0.046,0.885,169.72,49.43,75.51,195.8,1.21,1.02,0.848,24655,25255,-600,15879,0,0,-3544,-12935,0,513,513,15004,-103,2582,980,-37.96,3562,2841,6301,18,0.61,0.61,9809,1244,3313,70483,31973,102456,45856,13415,0,207,8893,0,22515,0,170827,12673,1155,10050,74854,0,90961,-35927,54095,82271,65526,172826,492692,13680,0,15776,31623,50810,0,0,0,23597,106030,147466,0,147466,40487,0,1864,98571,394418,702,6,140020,-16529,37613,-63539,98274,6072,0,2543,1244,-961,1452,0,-786,-26,-1982,0,0,4965,6744,-2416,645,0,-41699,0,0,0,-9355,52542,-283,0,-1734,0,-14625,-2335,-7553,-26247,-19732,-2416,4328,0,0,2.97,18.26,24.78,15.67,2.65,0,3.29,28.61,45.13,2.22,-7.79,22.79,2.95,292164.884,389854.884,-31.13,-23.84,-26.26,24.99,20.24,0,2.55,14.72,1.3,4,-2.71,0.337,-17.35,1.61,1.4,0,31.28,25.19,7.22,-37.96,19.61,-67.34,-12.67,9521,9379.29,1.21,02/26/16,02/26/16
Mar2016,2.968,0.435,0.307,-0.01,0.03,-0.389,-0.102,0.064,0.23,9.905,0.868,20.232,31.79,-0.41,0.16,16.92,9.96,5.84,3.61,26.88,10.33,0.69,-3.44,2.043,0.197,0.403,6.27,0.058,7.667,144.94,58.93,104.02,190.03,0.88,0.73,0.834,27845,20361,7484,4608,0,0,0,2876,0,-1736,-1736,-902,122,238,140,-58.82,378,-309,191,289,-0.01,-0.01,9383,1210,4086,75075,32974,108049,44230,14344,0,0,9342,221,23907,0,176186,0,0,0,0,0,89855,-36069,53786,83102,66212,149119,462193,13150,0,16342,31645,51082,0,0,0,21552,104279,134967,0,134967,40415,0,1667,89777,371105,702,6,137750,-15705,0,-69042,91088,69,0,69,1210,1013,-1491,0,258,412,-165,0,0,-927,599,-1556,316,0,36517,0,0,0,7112,-10606,31783,0,-6326,0,-12939,-2234,-574,-22073,10340,-1556,-957,44.15,0,3.21,36.62,37.44,21.97,2.69,0,3.18,20.37,25.6,3.91,-10.2,23.92,2.89,292330.031,372003.031,-28.61,-21.2,-23.7,24.37,20.33,0,3.56,17.61,1.43,6,-2.77,0.347,-20.38,1.69,1.46,1.66,31.83,27.45,1.96,1.78,99.26,890.91,-14.68,9288,9195.66,1.27,05/04/16,05/04/16
Jun2016,3.655,0.703,0.562,0.3,0.36,0.44,-0.546,-0.383,0.23,9.484,0.138,17.233,31.48,12.44,2.68,30.33,13.62,5.88,3.12,33.17,18.59,8.63,-14.95,1.817,0.212,0.385,10.29,0.078,0.639,119.36,53.47,99.13,165.02,0.92,0.67,0.726,33494,22383,11111,4883,0,0,0,6228,0,-1326,-1326,-1078,86,3824,-479,12.53,3345,-541,2890,152,0.3,0.3,9164,1295,6445,52123,39720,91843,43813,14650,0,-1,9817,257,24723,1,160380,0,0,0,0,0,86317,-35881,50436,83747,67097,106898,401461,13115,0,16218,31438,31927,0,0,0,20420,83785,122504,0,122504,40445,0,1693,68043,316470,702,6,138310,-14898,0,-76124,84991,3012,0,3861,1295,866,-1138,0,-126,-520,817,0,0,-8965,-3512,-1496,906,0,11966,0,0,0,-17758,6367,-15,0,-7966,0,-30915,-2274,-168,-41323,-44905,-1496,-5008,27.37,71.55,3.32,228.12,0,70.9,2.57,0,2.94,17.46,23.38,4.28,-11.41,23.94,2.92,282099.52,346386.52,-25.07,-17.42,-20.02,22.22,21.07,0,1.61,19.55,1.65,5,-2.94,0.323,-16.79,1.91,1.62,4.7,31.93,29.32,2.55,13.37,330.77,46.76,-15.35,9079,8961.23,1.28,08/01/16,08/01/16
Sep2016,3.246,0.463,0.337,0.22,0.23,0.465,-0.113,0.115,0.23,9.255,-0.542,16.892,29.62,9.56,2.05,18,11.07,5.83,2.53,28.36,13.52,6.93,-3.48,1.825,0.211,0.385,8.41,0.074,1,135.17,56.87,106.28,184.58,0.86,0.72,0.834,29266,20966,8300,4343,0,0,0,3957,0,-961,-961,-922,76,2074,-18,0.87,2056,-105,2027,33,0.22,0.22,9016,1136,4171,52530,46369,98899,43351,13917,0,312,9887,0,24116,0,166366,0,0,0,0,0,87575,-36122,51453,86667,69988,83208,387694,13067,0,15760,30889,31571,0,0,0,20230,82690,117861,0,117861,40420,0,1663,63178,305812,702,6,138236,-14422,0,-79849,81882,2083,0,2188,1136,-1116,35,0,-181,-1694,592,0,0,-1182,1040,-2057,2181,0,10040,0,0,0,-1410,981,9735,0,-3677,0,-6489,-2103,772,-11497,-867,-2057,-1017,26.45,63.7,3.2,0,0,61.2,2.39,0,2.73,17.44,23.93,4.18,-12.14,22.9,3.11,262030.072,314232.072,-23.39,-15.76,-18.35,20.62,21.3,0,0,20.22,1.67,5,-3.7,0.334,-8.95,2.01,1.72,4.12,32.93,29.43,1.28,4.24,-12,-21.53,-16.01,8904,8846.39,1.25,11/02/16,11/02/16
Dec2016,3.711,0.589,0.437,0.38,0.39,0.963,-0.052,0.183,0.24,8.673,-1.264,15.58,31.6,17.69,3.9,23.59,18.91,6.98,2.81,28.15,14.42,11.08,-1.39,1.796,0.208,0.373,9.9,0.088,0.615,116.55,55.41,89.18,150.32,1.02,0.72,0.702,33089,23773,9316,4544,0,0,0,4772,0,-1002,-1002,-877,8,2893,766,-26.48,3659,0,3667,182,0.39,0.38,8917,1356,5251,48129,44313,92442,42263,12636,0,383,9334,0,22353,0,157058,0,306,0,79146,0,80410,-28158,50518,86874,70438,70733,365183,14435,0,16760,33302,30714,0,0,0,17564,81580,105497,0,105497,43780,0,1663,56835,289355,702,6,139532,-18599,37224,-83038,75828,3667,0,3667,1356,751,1205,0,1247,4961,-430,0,0,-7925,1629,-2090,1021,0,6724,0,0,0,-1356,3400,7699,0,-3460,0,-8068,-2195,-515,-14238,-5887,-2090,-461,35.51,32.81,3.64,0,0,0,2.33,0,2.6,16.12,21.51,4.65,-12.63,25.13,2.94,276266.476,321704.476,-22.52,-15.13,-17.62,19.46,23.36,0,0,21.09,1.82,5,-2.46,0.313,-11,1.93,1.65,4.76,32.25,28.28,1.17,47.61,-37.7,74.26,-15.85,8812,8742.61,1.21,02/24/17,02/24/17
Mar2017,3.139,0.359,0.224,0.07,0.1,1.146,-0.132,0.035,0.24,8.582,-1.416,14.74,29.8,3.29,0.73,12.49,9.07,6.38,3.45,26.4,10.1,2.36,-4.2,1.717,0.212,0.364,8.15,0.077,2.4,131.04,61.4,100.97,170.61,0.9,0.74,0.814,27660,20359,7301,4506,0,0,0,2795,0,-1139,-1139,-824,76,832,-16,1.92,816,-239,653,34,0.07,0.07,8811,1193,3164,41564,41949,83513,39722,13256,0,456,8990,-1,22701,0,145936,0,0,0,0,0,84140,-35124,49016,86826,70313,69865,351643,13698,0,16583,32390,28324,0,0,0,17097,77811,99674,0,99674,43035,0,1639,54950,277109,702,6,137983,-16771,37448,-84833,74534,653,0,892,1193,2356,-818,0,-292,970,-29,0,0,-2717,309,-1470,812,0,81,0,0,0,-1871,5097,2649,0,-1578,0,-7563,-2084,947,-10278,-7187,-1470,-1161,30.72,26,3.47,0,0,0,2.17,0,2.47,16.02,21.7,4.61,-12.53,24.33,3.15,258782.008,304912.008,-22.29,-15.11,-17.56,18.56,23.65,0,0,20.38,1.83,6,-2.46,0.33,-2.93,1.88,1.58,2.45,31.7,29.39,0.67,5.76,800,-17.47,-15.53,8714,8683.96,1.1,05/05/17,05/05/17
Mar2017,3.139,0.359,0.224,0.07,0.1,1.146,-0.132,0.035,0.24,8.582,-1.416,14.74,29.8,3.29,0.73,12.49,9.07,6.38,3.45,26.4,10.1,2.36,-4.2,1.717,0.212,0.364,8.15,0.077,2.4,131.04,61.4,100.97,170.61,0.9,0.74,0.814,27660,20359,7301,4506,0,0,0,2795,0,-1139,-1139,-824,76,832,-16,1.92,816,-239,653,34,0.07,0.07,8811,1193,3164,41564,41949,83513,39722,13256,0,456,8990,-1,22701,0,145936,0,0,0,0,0,84140,-35124,49016,86826,70313,69865,351643,13698,0,16583,32390,28324,0,0,0,17097,77811,99674,0,99674,43035,0,1639,54950,277109,702,6,137983,-16771,37448,-84833,74534,653,0,892,1193,2356,-818,0,-292,970,-29,0,0,-2717,309,-1470,812,0,81,0,0,0,-1871,5097,2649,0,-1578,0,-7563,-2084,947,-10278,-7187,-1470,-1161,30.72,26,3.47,0,0,0,2.17,0,2.47,16.02,21.7,4.61,-12.53,24.33,3.15,258782.008,304912.008,-22.29,-15.11,-17.56,18.56,23.65,0,0,20.38,1.83,6,-2.46,0.33,-2.93,1.88,1.58,2.45,31.7,29.39,0.67,5.76,800,-17.47,-15.53,8714,8683.96,1.1,07/15/17,07/15/17
